conflict_id,canonical_id,semantic_key,observation_id_a,observation_id_b,value_a,value_b,source_a,source_b,temporal_a,temporal_b,conflict_type,resolution_status,selected_observation_id,resolution_reason,requires_manual_review
con_ext_0001,can_1a46f7a6372c,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,obs_ext_0018,obs_ext_0019,30000.0,150000.0,https://www.lampungtimurkab.go.id/wisata-way-kambas,https://www.lampungtimurkab.go.id/wisata-way-kambas,recent_external_unverified,recent_external_unverified,price_discrepancy,unresolved,,Conflicting price amounts reported from multiple external sources.,True
con_ext_0001,can_1a46f7a6372c,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,obs_ext_0018,obs_ext_0019,30000.0,150000.0,https://www.lampungtimurkab.go.id/wisata-way-kambas,https://www.lampungtimurkab.go.id/wisata-way-kambas,recent_external_unverified,recent_external_unverified,price_discrepancy,unresolved,,Conflicting price amounts reported from multiple external sources.,True
con_ext_0001,can_1a46f7a6372c,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,obs_ext_0018,obs_ext_0019,30000.0,150000.0,https://www.lampungtimurkab.go.id/wisata-way-kambas,https://www.lampungtimurkab.go.id/wisata-way-kambas,recent_external_unverified,recent_external_unverified,price_discrepancy,unresolved,,Conflicting price amounts reported from multiple external sources.,True
con_ext_0001,can_1a46f7a6372c,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,obs_ext_0018,obs_ext_0019,30000.0,150000.0,https://www.lampungtimurkab.go.id/wisata-way-kambas,https://www.lampungtimurkab.go.id/wisata-way-kambas,recent_external_unverified,recent_external_unverified,price_discrepancy,unresolved,,Conflicting price amounts reported from multiple external sources.,True
con_ext_0001,can_1a46f7a6372c,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,obs_ext_0018,obs_ext_0019,30000.0,150000.0,https://www.lampungtimurkab.go.id/wisata-way-kambas,https://www.lampungtimurkab.go.id/wisata-way-kambas,recent_external_unverified,recent_external_unverified,price_discrepancy,unresolved,,Conflicting price amounts reported from multiple external sources.,True
con_ext_0001,can_1a46f7a6372c,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,obs_ext_0018,obs_ext_0019,30000.0,150000.0,https://www.lampungtimurkab.go.id/wisata-way-kambas,https://www.lampungtimurkab.go.id/wisata-way-kambas,recent_external_unverified,recent_external_unverified,price_discrepancy,unresolved,,Conflicting price amounts reported from multiple external sources.,True
con_ext_0001,can_1a46f7a6372c,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,obs_ext_0018,obs_ext_0019,30000.0,150000.0,https://www.lampungtimurkab.go.id/wisata-way-kambas,https://www.lampungtimurkab.go.id/wisata-way-kambas,recent_external_unverified,recent_external_unverified,price_discrepancy,unresolved,,Conflicting price amounts reported from multiple external sources.,True
