canonical_id,name,region,primary_category,source_count,rating,review_count,classification_confidence,classification_reason,source_url,audit_status,audit_notes
can_c2e22a5f54e1,Rumput taman lampung,Kota Bandar Lampung,park,1,5.0,6.0,0.9,Kategori 'Taman' disetujui dengan sinyal: search_keyword:taman wisata,https://www.google.com/maps/search/?api=1&query=Rumput%20taman%20lampung&query_place_id=ChIJi8dOEvHbQC4RrQXtB-kZKmc,PENDING,Pending manual validation
can_12d8825d0909,Samar Scout Camp,Kota Bandar Lampung,park,1,4.5,174.0,0.9,Kategori 'Taman' disetujui dengan sinyal: high_reviews:174,https://www.google.com/maps/search/?api=1&query=Samar%20Scout%20Camp&query_place_id=ChIJO8TAJk3FQC4RPvhYM1OcIn0,PENDING,Pending manual validation
can_f70b648b3dda,Swimming Pool Sheraton Lampung,Kota Bandar Lampung,park,1,5.0,2.0,0.9,Kategori 'Taman' disetujui dengan sinyal: search_keyword:taman wisata,https://www.google.com/maps/search/?api=1&query=Swimming%20Pool%20Sheraton%20Lampung&query_place_id=ChIJcQy_lbvbQC4RZAqR0ylsctg,PENDING,Pending manual validation
can_5b74afea6143,"TAMAN ALZAM POHON SERI,Pak Siswanto",Kabupaten Pesisir Barat,park,1,3.0,1.0,0.9,Kategori 'Taman' disetujui dengan sinyal: search_keyword:wisata keluarga,https://www.google.com/maps/search/?api=1&query=TAMAN%20ALZAM%20POHON%20SERI%2CPak%20Siswanto&query_place_id=ChIJFUuYQQDzRy4RgMRTtjXE-r4,PENDING,Pending manual validation
can_164bf848907b,TAMAN MERAH PUTIH,Kabupaten Tulang Bawang,park,2,4.3,38.0,0.9,Kategori 'Taman' disetujui dengan sinyal: high_reviews:38,https://www.google.com/maps/search/?api=1&query=TAMAN%20MERAH%20PUTIH&query_place_id=ChIJbzL0oognPy4RO84f6byUWFM,PENDING,Pending manual validation
can_7ce6b3eb2c5d,Taman Citra Garden,Kota Bandar Lampung,park,1,4.4,36.0,0.9,"Kategori 'Taman' disetujui dengan sinyal: high_reviews:36, search_keyword:taman wisata",https://www.google.com/maps/search/?api=1&query=Taman%20Citra%20Garden&query_place_id=ChIJG98JNiDaQC4R-sA1uiCtbO0,PENDING,Pending manual validation
can_c066bcfae8cd,Taman Literasi Xaveway,Kota Bandar Lampung,park,1,5.0,3.0,0.9,Kategori 'Taman' disetujui dengan sinyal: search_keyword:taman kota,https://www.google.com/maps/search/?api=1&query=Taman%20Literasi%20Xaveway&query_place_id=ChIJuSS_GADbQC4R-_hEwjR4B1Y,PENDING,Pending manual validation
can_052569aaf68f,Taman Michelangelo 2 Citraland Bandar Lampung,Kota Bandar Lampung,park,1,5.0,1.0,0.9,Kategori 'Taman' disetujui dengan sinyal: search_keyword:taman wisata,https://www.google.com/maps/search/?api=1&query=Taman%20Michelangelo%202%20Citraland%20Bandar%20Lampung&query_place_id=ChIJ4zEIghzbQC4RlXV5u97fkhM,PENDING,Pending manual validation
can_058014a72ec5,Taman Perumdam ll Sriwijaya,Kota Bandar Lampung,park,1,4.8,4.0,0.9,Kategori 'Taman' disetujui dengan sinyal: search_keyword:taman wisata,https://www.google.com/maps/search/?api=1&query=Taman%20Perumdam%20ll%20Sriwijaya&query_place_id=ChIJQW87nyPbQC4RjInAwq9A7Bw,PENDING,Pending manual validation
can_2d250f535133,Taman Picasso 1,Kota Bandar Lampung,park,1,4.7,15.0,0.9,"Kategori 'Taman' disetujui dengan sinyal: high_reviews:15, search_keyword:taman wisata",https://www.google.com/maps/search/?api=1&query=Taman%20Picasso%201&query_place_id=ChIJWcozpMfbQC4RMsV7pFvQPFY,PENDING,Pending manual validation
can_e96ab10c1268,Taman Villa Ceria,Kota Bandar Lampung,park,1,5.0,4.0,0.9,Kategori 'Taman' disetujui dengan sinyal: search_keyword:taman kota,https://www.google.com/maps/search/?api=1&query=Taman%20Villa%20Ceria&query_place_id=ChIJtXO2aADbQC4RjdJz3NiLsPQ,PENDING,Pending manual validation
can_ac9542293833,Taman Wisata Mangrove Pandan Alas,Kabupaten Lampung Timur,forest,1,4.1,35.0,0.9,"Kategori 'Taman' disetujui dengan sinyal: name_keyword:wisata, high_reviews:35",https://www.google.com/maps/search/?api=1&query=Taman%20Wisata%20Mangrove%20Pandan%20Alas&query_place_id=ChIJ4b2fqB5ZQC4RQWNdhDLJ9XU,PENDING,Pending manual validation
can_4bc67db7d6aa,Taman berwarna pingled 2 satoe,Kota Metro,park,1,5.0,1.0,0.9,Kategori 'Taman' disetujui dengan sinyal: search_keyword:wisata keluarga,https://www.google.com/maps/search/?api=1&query=Taman%20berwarna%20pingled%202%20satoe&query_place_id=ChIJG3zG0we9QC4R5M1uBVC5iFM,PENDING,Pending manual validation
can_0e6ba7871ffc,Taman santai,Kota Metro,park,1,,,0.9,Kategori 'Taman' disetujui dengan sinyal: search_keyword:wisata keluarga,https://www.google.com/maps/search/?api=1&query=Taman%20santai&query_place_id=ChIJI9PX_D6_QC4RemL5MA9QX4M,PENDING,Pending manual validation
can_8f6ccfa954ff,Taman tridara,Kota Bandar Lampung,park,1,5.0,2.0,0.9,Kategori 'Taman' disetujui dengan sinyal: search_keyword:taman kota,https://www.google.com/maps/search/?api=1&query=Taman%20tridara&query_place_id=ChIJF8JRvWjFQC4Rn7oWLEtQ1h4,PENDING,Pending manual validation
can_ee357a64a6d6,Taman wisata way tebabeng,Kabupaten Lampung Utara,park,1,4.2,127.0,0.9,"Kategori 'Taman' disetujui dengan sinyal: name_keyword:wisata, high_reviews:127",https://www.google.com/maps/search/?api=1&query=Taman%20wisata%20way%20tebabeng&query_place_id=ChIJc3j809hVRy4RMYTMKbG50mE,PENDING,Pending manual validation
can_e652bcb7ad7f,Tanaman Hias BG,Kota Bandar Lampung,park,1,5.0,3.0,0.9,Kategori 'Taman' disetujui dengan sinyal: search_keyword:taman wisata,https://www.google.com/maps/search/?api=1&query=Tanaman%20Hias%20BG&query_place_id=ChIJZSNeiwXbQC4R1NOcRLb3PFg,PENDING,Pending manual validation
can_91ea4abcfd41,Tangga Raja Panaragan,Kabupaten Tulang Bawang,park,1,,,0.9,Kategori 'Taman' disetujui dengan sinyal: search_keyword:wisata keluarga,https://www.google.com/maps/search/?api=1&query=Tangga%20Raja%20Panaragan&query_place_id=ChIJcTepCMAzPy4R4rVA_xdkG7M,PENDING,Pending manual validation
can_196eb6893fde,The Lookout Bukit AsLan,Kota Bandar Lampung,hill,1,5.0,7.0,0.9,Kategori 'Taman' disetujui dengan sinyal: search_keyword:taman wisata,https://www.google.com/maps/search/?api=1&query=The%20Lookout%20Bukit%20AsLan&query_place_id=ChIJt2WzYADbQC4RQu6C6oq5Oq4,PENDING,Pending manual validation
can_d5a387db3640,"TravelinAja Biro Wisata Pahawang, Pulau Wayang",Kabupaten Pesawaran,island,1,5.0,4.0,0.9,Kategori tambahan 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=TravelinAja%20Biro%20Wisata%20Pahawang%2C%20Pulau%20Wayang&query_place_id=ChIJXyxgkMQnQS4RoD1ilyZbNlU,PENDING,Pending manual validation
can_30eaefdc41b3,Tugu Andan Jejama,Kabupaten Pesawaran,park,1,4.0,44.0,0.9,Kategori 'Taman' disetujui dengan sinyal: high_reviews:44,https://www.google.com/maps/search/?api=1&query=Tugu%20Andan%20Jejama&query_place_id=ChIJm_HLVfDSQC4Ro4KydzRo_hc,PENDING,Pending manual validation
can_7132d82ced94,Tugu Empat Marga,Kabupaten Tulang Bawang,history,2,4.6,576.0,0.9,Kategori 'Taman' disetujui dengan sinyal: high_reviews:576,https://www.google.com/maps/search/?api=1&query=Tugu%20Empat%20Marga&query_place_id=ChIJ66WxUgo0Py4RtlW9fCIAo1U,PENDING,Pending manual validation
can_e8bc1e4ca861,Tugu Pengantin Panjang,Kota Bandar Lampung,park,1,,,0.9,Kategori 'Taman' disetujui dengan sinyal: search_keyword:taman kota,https://www.google.com/maps/search/?api=1&query=Tugu%20Pengantin%20Panjang&query_place_id=ChIJXdt5OQDfQC4RueplgfHYbXM,PENDING,Pending manual validation
can_04c63fdce0d7,Tugu Rejomulyo,Kabupaten Lampung Selatan,park,1,4.3,136.0,0.9,Kategori 'Taman' disetujui dengan sinyal: high_reviews:136,https://www.google.com/maps/search/?api=1&query=Tugu%20Rejomulyo&query_place_id=ChIJsekc08XGQC4RojNoEB0j9sw,PENDING,Pending manual validation
can_b15fb980e190,Wisata Durian Jatuh,Kota Bandar Lampung,park,1,4.9,21.0,0.9,"Kategori 'Taman' disetujui dengan sinyal: name_keyword:wisata, high_reviews:21",https://www.google.com/maps/search/?api=1&query=Wisata%20Durian%20Jatuh&query_place_id=ChIJ30G-mfTbQC4RmDgXfONKPfI,PENDING,Pending manual validation
can_53d2fc1ee584,park,Kabupaten Tulang Bawang,park,1,,,0.9,Kategori 'Taman' disetujui dengan sinyal: search_keyword:wisata keluarga,https://www.google.com/maps/search/?api=1&query=park&query_place_id=ChIJ4_yxGAAnPy4RU3EK7tOlNKs,PENDING,Pending manual validation
can_ba93aab07d26,AIR TERJUN PARIAMAN,Kabupaten Tanggamus,waterfall,1,5.0,2.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=AIR%20TERJUN%20PARIAMAN&query_place_id=ChIJWS1DTuHZRi4RYJeY0DNegeQ,PENDING,Pending manual validation
can_4b7f0ca60602,Air Terjun Batu Putu,Kota Bandar Lampung,waterfall,1,4.1,414.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Air%20Terjun%20Batu%20Putu&query_place_id=ChIJrTqzzAraQC4RfzFmbvOlRnQ,PENDING,Pending manual validation
can_6eb1da7f1da3,Air Terjun Kembar Congkanan,Kabupaten Pesawaran,waterfall,1,4.0,4.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Air%20Terjun%20Kembar%20Congkanan&query_place_id=ChIJSW-MWQDVRi4RtOE7TYHs3Pg,PENDING,Pending manual validation
can_a18590c2c3ef,Air Terjun Lembah Pelangi Ulu Belu,Kabupaten Tanggamus,waterfall,1,4.5,510.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Air%20Terjun%20Lembah%20Pelangi%20Ulu%20Belu&query_place_id=ChIJu24izjwRRy4RNaJQ3l0UO7I,PENDING,Pending manual validation
can_b501470ec01d,Air Terjun Talang Malang,Kabupaten Tanggamus,waterfall,1,5.0,2.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Air%20Terjun%20Talang%20Malang&query_place_id=ChIJpe-moVprRy4RHAsxSCpLfuo,PENDING,Pending manual validation
can_337f2f6145c1,Air Terjun karya tunggal,Kabupaten Lampung Selatan,waterfall,1,4.4,41.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Air%20Terjun%20karya%20tunggal&query_place_id=ChIJ_88Ffb0YQS4RmFdNODxcx6w,PENDING,Pending manual validation
can_0560297fa0c3,Air terjun ciupang,Kabupaten Pesawaran,waterfall,1,4.5,319.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Air%20terjun%20ciupang&query_place_id=ChIJIVnmPs7URi4RsN3yHkPlUp4,PENDING,Pending manual validation
can_2b34ffdb11c3,Air terjun hayoh,Kabupaten Tanggamus,waterfall,1,4.3,3.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Air%20terjun%20hayoh&query_place_id=ChIJNVcYqbg9Ry4RWTnBnKuAAZI,PENDING,Pending manual validation
can_4631509873a3,AsLan Grind,Kota Bandar Lampung,other,1,,,1.0,Kategori utama 'Area Mendaki' disetujui,https://www.google.com/maps/search/?api=1&query=AsLan%20Grind&query_place_id=ChIJ36iVBgDbQC4RtI9-25zxi6Q,PENDING,Pending manual validation
can_4a88901e67ad,Attar Ghifari Farm,Kabupaten Tanggamus,other,1,,,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Attar%20Ghifari%20Farm&query_place_id=ChIJEeLgcADRRi4RXm3iSAnOu3k,PENDING,Pending manual validation
can_54d31ee0bfcd,B.C Lantana,Kabupaten Pesawaran,other,1,4.9,14.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=B.C%20Lantana&query_place_id=ChIJ96AXfwArQS4R7sMD9pmJjMM,PENDING,Pending manual validation
can_bec40466e14f,BATU RAJA Stone Park Punduh Pidada,Kabupaten Pesawaran,park,1,3.7,3.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=BATU%20RAJA%20Stone%20Park%20Punduh%20Pidada&query_place_id=ChIJeXhhfRwxQS4RYHiBWnGVnaY,PENDING,Pending manual validation
can_bbec9c9e219a,BC.PENDAKI NYAMPIW,Kabupaten Tanggamus,other,1,,,1.0,Kategori utama 'Area Mendaki' disetujui,https://www.google.com/maps/search/?api=1&query=BC.PENDAKI%20NYAMPIW&query_place_id=ChIJhYQKGpA9Ry4R9zTDblI8jqM,PENDING,Pending manual validation
can_6cde9f1eff2b,BUKIT MAMET,Kabupaten Tanggamus,hill,1,5.0,3.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=BUKIT%20MAMET&query_place_id=ChIJRT1SZ58_Ry4RaFpBn9ntmaA,PENDING,Pending manual validation
can_1fb1c511c506,BakPao Muli Pantai Rio by The Beach,Kabupaten Lampung Selatan,beach,1,4.6,16.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=BakPao%20Muli%20Pantai%20Rio%20by%20The%20Beach&query_place_id=ChIJoa1sc2sbQS4RytZMOt7GPEs,PENDING,Pending manual validation
can_3cb90cac1f25,Batu Nyerbu,Kabupaten Tanggamus,other,1,4.0,14.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Batu%20Nyerbu&query_place_id=ChIJqeeezwrNRi4R-Q_yUDMCspM,PENDING,Pending manual validation
can_319758e106e7,Batu ngegelinding,Kabupaten Pesawaran,other,1,3.3,3.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Batu%20ngegelinding&query_place_id=ChIJSfJhAuopQS4Rm_6ZUgfaWr4,PENDING,Pending manual validation
can_984d385d7c04,Bukit Agoy,Kabupaten Lampung Barat,hill,1,,,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Bukit%20Agoy&query_place_id=ChIJOx8xxuZ3Ry4R4zd974co8tw,PENDING,Pending manual validation
can_406111be74f1,Bukit Alam Pujorahayu,Kabupaten Pesawaran,hill,1,3.9,18.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Bukit%20Alam%20Pujorahayu&query_place_id=ChIJpbUshRnNQC4R43Fd9Uwpby4,PENDING,Pending manual validation
can_b780d57a3081,Bukit Batu Sunrise,Kabupaten Lampung Tengah,hill,1,5.0,3.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Bukit%20Batu%20Sunrise&query_place_id=ChIJoYZNP11FRy4Rcl1L7iQMn8w,PENDING,Pending manual validation
can_2b8136f88184,Bukit Beringin,Kabupaten Pesawaran,hill,1,,,1.0,Kategori utama 'Area Mendaki' disetujui,https://www.google.com/maps/search/?api=1&query=Bukit%20Beringin&query_place_id=ChIJcXPt89UrRy4RpGmtksQppqE,PENDING,Pending manual validation
can_8b95a3604ffb,Bukit Bintang Farm,Kabupaten Tulang Bawang,hill,1,5.0,3.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Bukit%20Bintang%20Farm&query_place_id=ChIJaS0GciRJPy4RXbi2rStK2vc,PENDING,Pending manual validation
can_7c0243899eb7,Bukit Bontokh,Kabupaten Pesawaran,hill,1,,,1.0,Kategori utama 'Area Mendaki' disetujui,https://www.google.com/maps/search/?api=1&query=Bukit%20Bontokh&query_place_id=ChIJB32KS9grRy4RW5bSPWcYd7Y,PENDING,Pending manual validation
can_f65e82f8223f,Bukit Gg. Gaul,Kabupaten Lampung Tengah,hill,1,,,1.0,Kategori utama 'Bumi Perkemahan' disetujui,https://www.google.com/maps/search/?api=1&query=Bukit%20Gg.%20Gaul&query_place_id=ChIJVRgxUgA1Ry4RNQ20CRODs0U,PENDING,Pending manual validation
can_7edac1e47a4d,Bukit Indah,Kabupaten Tanggamus,hill,1,5.0,1.0,1.0,Kategori utama 'Area Mendaki' disetujui,https://www.google.com/maps/search/?api=1&query=Bukit%20Indah&query_place_id=ChIJTQlU36I7Ry4RIVHRANqO_8c,PENDING,Pending manual validation
can_027f6c1f84cc,Bukit Kramat area tebu,Kabupaten Way Kanan,hill,1,4.3,4.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Bukit%20Kramat%20area%20tebu&query_place_id=ChIJKxSu_6_XOC4RIvuBkxGIWSQ,PENDING,Pending manual validation
can_407c465cf042,Bukit Lantana Harapan Jaya,Kabupaten Pesawaran,hill,1,4.9,28.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Bukit%20Lantana%20Harapan%20Jaya&query_place_id=ChIJ3cnTqxYrQS4RAszRazO3pCU,PENDING,Pending manual validation
can_8ead155991c1,Bukit Sakura Kemiling,Kota Bandar Lampung,hill,1,4.3,4817.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Bukit%20Sakura%20Kemiling&query_place_id=ChIJR8tWbYHaQC4RPx61xOjVwa0,PENDING,Pending manual validation
can_845b99f05d46,Bukit Sebesi,Kabupaten Lampung Selatan,hill,2,5.0,3.0,1.0,Kategori utama 'Area Mendaki' disetujui,https://www.google.com/maps/search/?api=1&query=Bukit%20Sebesi&query_place_id=ChIJndq9awBpQS4Rza6XKf7zWd0,PENDING,Pending manual validation
can_552129bf681a,Bukit Sindoro sumbing,Kota Metro,hill,1,,,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Bukit%20Sindoro%20sumbing&query_place_id=ChIJKzr6FgC_QC4RpCBZBGDWrwA,PENDING,Pending manual validation
can_c15fe618eba3,Bukit Wonosari,Kabupaten Pesawaran,hill,1,,,1.0,Kategori utama 'Area Mendaki' disetujui,https://www.google.com/maps/search/?api=1&query=Bukit%20Wonosari&query_place_id=ChIJa7GI5RvTQC4RJgic_e9ytyA,PENDING,Pending manual validation
can_66df3d4fa0f3,Bukit pekon talang jawa,Kabupaten Tanggamus,hill,1,,,1.0,Kategori utama 'Area Mendaki' disetujui,https://www.google.com/maps/search/?api=1&query=Bukit%20pekon%20talang%20jawa&query_place_id=ChIJt36-CQAXRy4RE7jtKhV0VuU,PENDING,Pending manual validation
can_f604d891a913,Bumi pahawang,Kabupaten Pesawaran,other,1,5.0,1.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Bumi%20pahawang&query_place_id=ChIJp-M9MgAnQS4RvxMreGYwUNk,PENDING,Pending manual validation
can_11b96d806fd8,Cagar Alam Krakatau,Kabupaten Lampung Selatan,nature,1,4.4,521.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Cagar%20Alam%20Krakatau&query_place_id=ChIJ69fEa7FgQS4RDWDCrd5vC5o,PENDING,Pending manual validation
can_a80bc4207441,Camp Sukma Ilang,Kabupaten Pesawaran,camping,1,4.7,50.0,1.0,Kategori utama 'Bumi Perkemahan' disetujui,https://www.google.com/maps/search/?api=1&query=Camp%20Sukma%20Ilang&query_place_id=ChIJ_RmnoczRQC4RihTZdalHUGw,PENDING,Pending manual validation
can_ce75c5fe5798,Cendana Mountain Bike Park,Kabupaten Pesawaran,mountain,1,4.6,62.0,1.0,Kategori utama 'Bumi Perkemahan' disetujui,https://www.google.com/maps/search/?api=1&query=Cendana%20Mountain%20Bike%20Park&query_place_id=ChIJBQcFYYUrQS4RjEQiLDMZTBM,PENDING,Pending manual validation
can_5832d5b6c8de,Curup Anggal,Kabupaten Way Kanan,waterfall,1,,,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Curup%20Anggal&query_place_id=ChIJsd4dG5mZOC4RHT03gNBmlYg,PENDING,Pending manual validation
can_abe61197e28d,Curup bambu ringin huluwai kacamarga,Kabupaten Tanggamus,waterfall,1,4.5,6.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Curup%20bambu%20ringin%20huluwai%20kacamarga&query_place_id=ChIJ1drr-BzXRi4RYENrZi9zcoQ,PENDING,Pending manual validation
can_a1260500e511,Danau Gunung Rajabasa,Kabupaten Lampung Selatan,mountain,2,4.6,21.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Danau%20Gunung%20Rajabasa&query_place_id=ChIJFSn-7sgNQS4RIJLglRiqDok,PENDING,Pending manual validation
can_15ce9fe4cc29,Danau Way Jepara,Kabupaten Lampung Timur,lake,1,4.4,120.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Danau%20Way%20Jepara&query_place_id=ChIJ69Xo10jzQC4Ry3er-m9cbKs,PENDING,Pending manual validation
can_70bfb5652427,Dermaga Pulau Pahawang,Kabupaten Pesawaran,island,1,4.8,795.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Dermaga%20Pulau%20Pahawang&query_place_id=ChIJ8eabclElQS4RwcQA9UtEYfM,PENDING,Pending manual validation
can_b0ebb1ca0267,Dermaga Pulau Pasaran,Kota Bandar Lampung,island,1,,,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Dermaga%20Pulau%20Pasaran&query_place_id=ChIJW8j2bQDZQC4Rce75TPcX6ic,PENDING,Pending manual validation
can_1f304164e9fa,Djayataruna Stable & ATV,Kabupaten Lampung Selatan,other,1,4.4,19.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Djayataruna%20Stable%20%26%20ATV&query_place_id=ChIJzznvZgDPQC4Ry7MfcwebKpI,PENDING,Pending manual validation
can_020bb05fe935,Dusun sukawaras,Kabupaten Tanggamus,other,1,,,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Dusun%20sukawaras&query_place_id=ChIJSyMSDQApRy4REGn7Mlu2otA,PENDING,Pending manual validation
can_293085f0a3b3,EMBUNG ALBARET,Kabupaten Mesuji,other,1,4.0,2.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=EMBUNG%20ALBARET&query_place_id=ChIJ_7wDMOvFPi4R7XEUGC5tsfU,PENDING,Pending manual validation
can_93699844d842,Ecowisata cuku nyi nyi,Kabupaten Pesawaran,recreation,1,5.0,5.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Ecowisata%20cuku%20nyi%20nyi&query_place_id=ChIJ-wH0LConQS4RdZjj-IAJD84,PENDING,Pending manual validation
can_ae95dfc8a347,Ekowisata Sekar Bahari Mangrove,Kabupaten Lampung Timur,forest,1,5.0,1.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Ekowisata%20Sekar%20Bahari%20Mangrove&query_place_id=ChIJS8nE7_1fQC4REvfptYuLk4o,PENDING,Pending manual validation
can_bae008dad41f,Embung A Rusa Unila,Kota Bandar Lampung,agrotourism,1,4.8,21.0,1.0,Kategori utama 'Kebun Binatang' disetujui,https://www.google.com/maps/search/?api=1&query=Embung%20A%20Rusa%20Unila&query_place_id=ChIJX08mZ7XFQC4Rqszngz7U0dE,PENDING,Pending manual validation
can_3cf14e3ddb7e,Farm Day mountain side,Kota Bandar Lampung,mountain,1,4.3,21.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Farm%20Day%20mountain%20side&query_place_id=ChIJ9ZJoSQDRQC4RLOkzL7tFPD0,PENDING,Pending manual validation
can_06a8860a98bf,Ganong mata air,Kabupaten Tanggamus,other,1,5.0,2.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Ganong%20mata%20air&query_place_id=ChIJPzOPDAA9Ry4RoVrxsy0ncP8,PENDING,Pending manual validation
can_ac1ab3c4e1ef,Garam Pulau Legundi,Kabupaten Pesawaran,island,1,5.0,7.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Garam%20Pulau%20Legundi&query_place_id=ChIJo2zliag5QS4RC9eMcOdrRg8,PENDING,Pending manual validation
can_ca16fd6a4dca,Gerbang Temiangn hill,Kabupaten Lampung Barat,hill,1,4.7,32.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Gerbang%20Temiangn%20hill&query_place_id=ChIJgZBqwRRxRy4Rz75TXlHxtZ4,PENDING,Pending manual validation
can_d1cf2f044b51,Gn. Anak Krakatau,Kabupaten Lampung Selatan,other,1,4.1,46.0,1.0,Kategori utama 'Area Mendaki' disetujui,https://www.google.com/maps/search/?api=1&query=Gn.%20Anak%20Krakatau&query_place_id=ChIJrSTQEIphQS4RWYom69SrsAM,PENDING,Pending manual validation
can_836dc95f2b79,Gunung Abang,Kabupaten Pesawaran,mountain,1,4.6,66.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Gunung%20Abang&query_place_id=ChIJAxR_x47MQC4RSxjjKQwixUE,PENDING,Pending manual validation
can_53307eeec0d9,Gunung Anak Krakatau,Kabupaten Lampung Selatan,mountain,1,4.3,47.0,1.0,Kategori utama 'Cagar Alam' disetujui,https://www.google.com/maps/search/?api=1&query=Gunung%20Anak%20Krakatau&query_place_id=ChIJ-RWY5pFhQS4Rk1K4iBl9pp8,PENDING,Pending manual validation
can_5d0830baac38,Gunung Asahan,Kabupaten Tanggamus,mountain,1,4.0,4.0,1.0,Kategori utama 'Area Mendaki' disetujui,https://www.google.com/maps/search/?api=1&query=Gunung%20Asahan&query_place_id=ChIJVbs_wxUNRy4RtdHvTv1fB9Q,PENDING,Pending manual validation
can_551a3279c9bf,Gunung Batu,Kota Bandar Lampung,mountain,1,4.3,72.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Gunung%20Batu&query_place_id=ChIJsTQ4weXaQC4R5i7VvZaC0eY,PENDING,Pending manual validation
can_a9262a78fa14,Gunung Duduk,Kabupaten Tanggamus,mountain,1,4.3,4.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Gunung%20Duduk&query_place_id=ChIJSwHfX8UXRy4RITxkTvSteDU,PENDING,Pending manual validation
can_888a2fed8be4,Gunung Kunyit Beach View,Kota Bandar Lampung,beach,1,4.2,402.0,1.0,Kategori utama 'Pantai Umum' disetujui,https://www.google.com/maps/search/?api=1&query=Gunung%20Kunyit%20Beach%20View&query_place_id=ChIJn45W5grZQC4RFeMhcNT7DQo,PENDING,Pending manual validation
