canonical_id,name,region,primary_category,source_count,rating,review_count,classification_confidence,classification_reason,source_url,audit_status,audit_notes
can_31f8b3ed7b5b,Gunung Sulah,Kabupaten Tanggamus,mountain,1,5.0,1.0,1.0,Kategori utama 'Area Mendaki' disetujui,https://www.google.com/maps/search/?api=1&query=Gunung%20Sulah&query_place_id=ChIJq42wOADVRi4RHQzAAJYJay8,PENDING,Pending manual validation
can_6dacb0704984,Gunung Ulubelu,Kabupaten Tanggamus,mountain,1,,,1.0,Kategori utama 'Area Mendaki' disetujui,https://www.google.com/maps/search/?api=1&query=Gunung%20Ulubelu&query_place_id=ChIJ-e834aMVRy4RP_gF0iykAT0,PENDING,Pending manual validation
can_c8cc3cc23586,Gunung tabuh,Kabupaten Tanggamus,mountain,1,4.0,1.0,1.0,Kategori utama 'Area Mendaki' disetujui,https://www.google.com/maps/search/?api=1&query=Gunung%20tabuh&query_place_id=ChIJ94wXiJchRy4RlYLp8E48I1E,PENDING,Pending manual validation
can_e022bc0d83af,Jajar Intan Water Garden,Kota Bandar Lampung,recreation,1,4.5,22.0,1.0,Kategori utama 'Taman Rekreasi Air' disetujui,https://www.google.com/maps/search/?api=1&query=Jajar%20Intan%20Water%20Garden&query_place_id=ChIJgcukzq7bQC4RzlXpBw-A_yg,PENDING,Pending manual validation
can_f4594b00305f,Kali Jodoh Embung Nibung,Kabupaten Lampung Timur,other,1,4.1,35.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Kali%20Jodoh%20Embung%20Nibung&query_place_id=ChIJVz1ruST5QC4RZ1Gyh44t0IQ,PENDING,Pending manual validation
can_378734e17819,Kantor Balai PEKON TIROM,Kabupaten Tanggamus,other,1,4.4,5.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Kantor%20Balai%20PEKON%20TIROM&query_place_id=ChIJV3tXSLrDRi4RLqE6dUnq0Wg,PENDING,Pending manual validation
can_f193760b4280,Kebun,Kabupaten Way Kanan,agrotourism,1,3.0,2.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Kebun&query_place_id=ChIJSTmeFgCTOC4Rwj_Dsg0epcQ,PENDING,Pending manual validation
can_fe578c281ee7,Kebun EDI,Kabupaten Tanggamus,agrotourism,1,,,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Kebun%20EDI&query_place_id=ChIJFyUaDgAFRy4RmSmzqOgFJHw,PENDING,Pending manual validation
can_22faa9c0e490,Kebun Melon KWT sumber Makmur,Kabupaten Tulang Bawang,agrotourism,1,4.5,2.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Kebun%20Melon%20KWT%20sumber%20Makmur&query_place_id=ChIJ82enJABLPy4Rw0BcJ4Bbkqw,PENDING,Pending manual validation
can_d4099964144a,Kebun jeruk BPK Firdaus,Kabupaten Pesawaran,agrotourism,1,,,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Kebun%20jeruk%20BPK%20Firdaus&query_place_id=ChIJ21sueQC3QC4ReuXw_KPbOkM,PENDING,Pending manual validation
can_cda1bad97812,Kebun lada sinar laut,Kabupaten Tanggamus,camping,1,,,1.0,Kategori utama 'Bumi Perkemahan' disetujui,https://www.google.com/maps/search/?api=1&query=Kebun%20lada%20sinar%20laut&query_place_id=ChIJf5JeCADnRi4RiEbdongIbJU,PENDING,Pending manual validation
can_a7ac778a70d4,Kolam Renang Palestin,Kota Bandar Lampung,waterpark,1,4.8,8.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Kolam%20Renang%20Palestin&query_place_id=ChIJK4GJdQDRQC4RxnAwps71HE8,PENDING,Pending manual validation
can_ec955508a2bd,Kolam Renang Perahu Layar,Kabupaten Lampung Selatan,waterpark,1,3.8,12.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Kolam%20Renang%20Perahu%20Layar&query_place_id=ChIJI8rvF9XHQC4RdUjzZu-ZNJk,PENDING,Pending manual validation
can_9d7add241ed0,Kolam renang palem indah,Kota Metro,waterpark,1,4.3,55.0,1.0,Kategori utama 'Taman Rekreasi Air' disetujui,https://www.google.com/maps/search/?api=1&query=Kolam%20renang%20palem%20indah&query_place_id=ChIJr34mdn-5QC4RSxUfLZjMp3A,PENDING,Pending manual validation
can_12bdea194b34,"Kontrakan Ariel, Agung & Frans",Kota Bandar Lampung,other,1,5.0,2.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Kontrakan%20Ariel%2C%20Agung%20%26%20Frans&query_place_id=ChIJTfIRuerbQC4R3IFGfz3z5No,PENDING,Pending manual validation
can_ddc5b32a3358,Lapangan BRAJAHARJOSARI,Kabupaten Lampung Timur,park,1,4.4,129.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Lapangan%20BRAJAHARJOSARI&query_place_id=ChIJB5J0YU71QC4RIFTAos8XIwI,PENDING,Pending manual validation
can_1ec31e0e3248,Lungsir (Taman Kota),Kota Bandar Lampung,park,2,4.5,8053.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Lungsir%20(Taman%20Kota)&query_place_id=ChIJZ7gc3TXaQC4Ra8ZDruRIRPw,PENDING,Pending manual validation
can_db97bb85aeb9,MARTADINATA HILLS,Kota Bandar Lampung,hill,1,5.0,3.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=MARTADINATA%20HILLS&query_place_id=ChIJYZ0tJ3vZQC4RQZwvDgMRLbE,PENDING,Pending manual validation
can_309109cc8168,"MT Seminung, 1881 Mdpl",Kabupaten Lampung Barat,other,1,4.8,45.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=MT%20Seminung%2C%201881%20Mdpl&query_place_id=ChIJ0ZDpuv91OC4RKsuUxiPQEXk,PENDING,Pending manual validation
can_9333062cdd3b,Mangrove cuku NyiNyi,Kabupaten Pesawaran,forest,1,4.7,83.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Mangrove%20cuku%20NyiNyi&query_place_id=ChIJublw38UnQS4RRQyHXoWncg8,PENDING,Pending manual validation
can_3d897e07d8b8,Masjid Agung Al-Furqan Bandar Lampung,Kota Bandar Lampung,religious,1,4.8,5532.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Masjid%20Agung%20Al-Furqan%20Bandar%20Lampung&query_place_id=ChIJu9d-cTbaQC4R6VSR4HnNLUs,PENDING,Pending manual validation
can_39a2af1abeff,Mata Air Sumberagung1,Kabupaten Tanggamus,recreation,1,4.4,444.0,1.0,Kategori utama 'Taman Rekreasi Air' disetujui,https://www.google.com/maps/search/?api=1&query=Mata%20Air%20Sumberagung1&query_place_id=ChIJ1QKNm0g9Ry4RSsayhXZ9qWU,PENDING,Pending manual validation
can_ee5ff556f388,Mata Air Way Bekhak 1,Kabupaten Tanggamus,other,1,4.5,105.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Mata%20Air%20Way%20Bekhak%201&query_place_id=ChIJfR9TVSMjRy4Rych2fZ99SOo,PENDING,Pending manual validation
can_c5aa5e50b300,Monumen Titik Nol Sumatera,Kabupaten Lampung Selatan,history,1,4.4,79.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Monumen%20Titik%20Nol%20Sumatera&query_place_id=ChIJR_Kx5xZ1QS4RR6oagkwbwnE,PENDING,Pending manual validation
can_84b9df437333,Nelayan,Kabupaten Tanggamus,other,1,,,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Nelayan&query_place_id=ChIJK__eaQAfRy4RvK9WKpPDbvo,PENDING,Pending manual validation
can_80029d4ae3b3,PANTAI BERENANG GUNUNG KUNYIT,Kota Bandar Lampung,beach,1,4.5,2.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=PANTAI%20BERENANG%20GUNUNG%20KUNYIT&query_place_id=ChIJwfbqAgDZQC4Rtw8IS3nGpHk,PENDING,Pending manual validation
can_27755fab1d65,PANTAI KAKHANG BETUAH,Kabupaten Tanggamus,beach,1,5.0,4.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=PANTAI%20KAKHANG%20BETUAH&query_place_id=ChIJSyDeVWLjRi4RMsmwXrtBObU,PENDING,Pending manual validation
can_314f5e9fd57e,PARKIRAN WISATA MATA AIR GUNUNG BATU,Kabupaten Tanggamus,mountain,1,4.5,2.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=PARKIRAN%20WISATA%20MATA%20AIR%20GUNUNG%20BATU&query_place_id=ChIJwYAfCwA9Ry4R0MIjhK44BbI,PENDING,Pending manual validation
can_b75d4c568022,PULAU PAPAY,Kabupaten Tanggamus,island,1,,,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=PULAU%20PAPAY&query_place_id=ChIJOR3V1WI1QS4Re_KvpdAeKJA,PENDING,Pending manual validation
can_dad3f9c8b661,Pantai Anugerah Illahi,lampung_selatan,beach,1,,,1.0,Kategori utama 'Pos Penjaga Pantai' disetujui,https://www.google.com/maps/search/?api=1&query=Pantai%20Anugerah%20Illahi&query_place_id=ChIJ2R0ChMRtQS4R_v_Af6977bo,PENDING,Pending manual validation
can_ffab7f8e7a0e,Pantai Aruna,lampung_selatan,beach,2,4.4,375.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Pantai%20Aruna&query_place_id=ChIJd37VDvAbQS4R3hbVQDFqdaw,PENDING,Pending manual validation
can_a464728f5a36,Pantai Balam Kerbang Dalam,Kabupaten Pesisir Barat,beach,1,4.9,13.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Pantai%20Balam%20Kerbang%20Dalam&query_place_id=ChIJUZLEJwDxRy4R6Zo5v6-69TE,PENDING,Pending manual validation
can_d989436f1636,Pantai Bensam - Venue Gathering & Outing Pesawaran Lampung,Kabupaten Pesawaran,beach,1,4.8,1289.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Pantai%20Bensam%20-%20Venue%20Gathering%20%26%20Outing%20Pesawaran%20Lampung&query_place_id=ChIJb2KOTYspQS4R9bbVb-UeVTY,PENDING,Pending manual validation
can_826c830eabfd,Pantai Cemara Beach & Camp Digul,Kabupaten Tanggamus,beach,1,5.0,20.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Pantai%20Cemara%20Beach%20%26%20Camp%20Digul&query_place_id=ChIJs9caul8dRy4RR0DHrgqMUew,PENDING,Pending manual validation
can_4eb52d1d5169,Pantai Indah Belebuk,Kabupaten Lampung Selatan,beach,1,4.7,10.0,1.0,Kategori utama 'Pantai' disetujui,https://www.google.com/maps/search/?api=1&query=Pantai%20Indah%20Belebuk&query_place_id=ChIJ7Ue_2q10QS4RePjkut-mWsk,PENDING,Pending manual validation
can_728d55111f91,Pantai Kedu Kalianda,Kabupaten Lampung Selatan,beach,1,4.4,755.0,1.0,Kategori utama 'Pantai' disetujui,https://www.google.com/maps/search/?api=1&query=Pantai%20Kedu%20Kalianda&query_place_id=ChIJH0mI6jIQQS4RFJtrJn0KoFk,PENDING,Pending manual validation
can_f864d43fd3cc,Pantai Kedu Sinar Laut,Kabupaten Lampung Selatan,beach,1,4.5,123.0,1.0,Kategori utama 'Pantai' disetujui,https://www.google.com/maps/search/?api=1&query=Pantai%20Kedu%20Sinar%20Laut&query_place_id=ChIJf-UYsjIQQS4RsVUGgbZCL2E,PENDING,Pending manual validation
can_f705e4bf0d9c,Pantai Ketang Kalianda,Kabupaten Lampung Selatan,beach,1,4.3,22.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Pantai%20Ketang%20Kalianda&query_place_id=ChIJCwAoecQRQS4RN4spWX5-X_Y,PENDING,Pending manual validation
can_9fad5fbafeef,Pantai Laguna Helau,Kabupaten Lampung Selatan,beach,1,4.6,5.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Pantai%20Laguna%20Helau&query_place_id=ChIJKRCKYCkRQS4RE4vx_2s7cuA,PENDING,Pending manual validation
can_ba1f39445aa6,Pantai Mandiri Sejati,Kabupaten Pesisir Barat,beach,1,4.6,81.0,1.0,Kategori utama 'Pantai' disetujui,https://www.google.com/maps/search/?api=1&query=Pantai%20Mandiri%20Sejati&query_place_id=ChIJCUyyyDO-Ry4RskhBKFQcJLE,PENDING,Pending manual validation
can_fcc216e31506,Pantai Marina Kalianda,Kabupaten Lampung Selatan,beach,1,4.6,2519.0,1.0,Kategori utama 'Pantai Umum' disetujui,https://www.google.com/maps/search/?api=1&query=Pantai%20Marina%20Kalianda&query_place_id=ChIJ76k9GwkaQS4R40SWm-sF-wU,PENDING,Pending manual validation
can_919b45c35e31,Pantai Minatara 741,Kabupaten Lampung Selatan,beach,1,4.5,2.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Pantai%20Minatara%20741&query_place_id=ChIJu-OJn3t1QS4RnbuW3S1L3fA,PENDING,Pending manual validation
can_272704fcbff1,Pantai Mr.geprek,Kabupaten Pesawaran,beach,1,5.0,4.0,1.0,Kategori utama 'Pantai Umum' disetujui,https://www.google.com/maps/search/?api=1&query=Pantai%20Mr.geprek&query_place_id=ChIJ07zo6HY3QS4R3BX_Xurjpyw,PENDING,Pending manual validation
can_c1bc4c579979,Pantai Pasir Putih Lampung,Kabupaten Lampung Selatan,beach,2,4.0,2361.0,1.0,Kategori utama 'Pantai' disetujui,https://www.google.com/maps/search/?api=1&query=Pantai%20Pasir%20Putih%20Lampung&query_place_id=ChIJN7jB9IEgQS4R0dc6L15rkJc,PENDING,Pending manual validation
can_0a832f16e098,Pantai Pintasan,Kabupaten Tanggamus,beach,1,4.7,169.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Pantai%20Pintasan&query_place_id=ChIJYxMMze_NRi4Ra4kuFQO-C1w,PENDING,Pending manual validation
can_fd04a6507653,Pantai Tanjung Agung,Kabupaten Tanggamus,beach,1,4.4,37.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Pantai%20Tanjung%20Agung&query_place_id=ChIJdbAMXMsdRy4RpIku-QcJdMs,PENDING,Pending manual validation
can_2b2f512a0542,Pantai Teluk Beghak,Kabupaten Tanggamus,beach,1,5.0,2.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Pantai%20Teluk%20Beghak&query_place_id=ChIJGUm5cQA3QS4RvZzqk-GDBq4,PENDING,Pending manual validation
can_82067ed7cf9d,Pantai Tiska,Kota Bandar Lampung,beach,2,4.0,1424.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Pantai%20Tiska&query_place_id=ChIJAfOwQprfQC4R3H7fAdJy2K4,PENDING,Pending manual validation
can_5f129341aa25,Pantai krikit wonosobo,Kabupaten Tanggamus,beach,1,,,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Pantai%20krikit%20wonosobo&query_place_id=ChIJjb_dMwBvRy4Re6mmsFBC9zA,PENDING,Pending manual validation
can_6af587d9b6e7,Pantai matahari,Kabupaten Way Kanan,beach,2,5.0,2.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Pantai%20matahari&query_place_id=ChIJ6VspvYHNOC4Rp1M-errmnEA,PENDING,Pending manual validation
can_2a7377670abc,Pantai pesisir Batu 2,Kabupaten Lampung Selatan,beach,1,,,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Pantai%20pesisir%20Batu%202&query_place_id=ChIJUZKTNgATQS4RjzuwyotYRq8,PENDING,Pending manual validation
can_f294f3624758,Pantai sukamaju indah,Kota Bandar Lampung,beach,1,3.8,21.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Pantai%20sukamaju%20indah&query_place_id=ChIJew1J36LZQC4RJHyRpEQCxyY,PENDING,Pending manual validation
can_980bd89665b5,Pantai terjun karya tunggal,Kabupaten Lampung Selatan,beach,1,4.7,19.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Pantai%20terjun%20karya%20tunggal&query_place_id=ChIJ06zAY8cZQS4Rc6DpC0xXibU,PENDING,Pending manual validation
can_16b655bceb0c,Pantai villq,Kabupaten Pringsewu,beach,1,,,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Pantai%20villq&query_place_id=ChIJtd2UfQAlQS4Ry3-ebme7uLY,PENDING,Pending manual validation
can_4ca665444e91,Pelabuhan Karang Brak,Kabupaten Tanggamus,other,1,4.7,7.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Pelabuhan%20Karang%20Brak&query_place_id=ChIJ-cxSXWzpRi4R_4VZkibAW_4,PENDING,Pending manual validation
can_077dc38b92d3,Pelangi Alam Mesir,Kabupaten Tulang Bawang,nature,1,4.8,24.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Pelangi%20Alam%20Mesir&query_place_id=ChIJpyfwksn9Pi4RqA1ll4uTiy8,PENDING,Pending manual validation
can_ed8fc5d7db0f,Pemandian Way Bekhak Sukaraja Gunung Alip,Kabupaten Tanggamus,mountain,1,4.5,428.0,1.0,Kategori utama 'Taman Rekreasi Air' disetujui,https://www.google.com/maps/search/?api=1&query=Pemandian%20Way%20Bekhak%20Sukaraja%20Gunung%20Alip&query_place_id=ChIJSSGpSJ8kRy4RCHnfJtSuVHg,PENDING,Pending manual validation
can_8e00b4d0ae6c,Pesona Ratu Banyu,Kabupaten Pringsewu,other,1,4.7,42.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Pesona%20Ratu%20Banyu&query_place_id=ChIJ_ZTpLQYxRy4RXl-zeSwi6zY,PENDING,Pending manual validation
can_dff1a1111493,Peternakan ayam bukit kemuning,Kabupaten Lampung Utara,hill,1,,,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Peternakan%20ayam%20bukit%20kemuning&query_place_id=ChIJF5HTMACfOC4ROLA-Y80JWKQ,PENDING,Pending manual validation
can_ad09c35321cd,Pintu 1 Air Terjun Lembah Pelangi Sukamaju,Kabupaten Tanggamus,waterfall,1,3.0,2.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Pintu%201%20Air%20Terjun%20Lembah%20Pelangi%20Sukamaju&query_place_id=ChIJmXLXuF0RRy4RW0eyJTeBpKE,PENDING,Pending manual validation
can_9a9f0079cfec,Posco 1 Bukit Handawik,Kabupaten Lampung Barat,hill,1,5.0,1.0,1.0,Kategori utama 'Area Mendaki' disetujui,https://www.google.com/maps/search/?api=1&query=Posco%201%20Bukit%20Handawik&query_place_id=ChIJz_9nTQALRy4RT06pqS2B2-0,PENDING,Pending manual validation
can_a7e87821294d,Potret,Kabupaten Tanggamus,other,1,4.0,4.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Potret&query_place_id=ChIJJSR2BobTRi4RziPr2w-XEPw,PENDING,Pending manual validation
can_21928a3ca9de,Puncak Bukit Cendana Pesawaran,Kabupaten Pesawaran,hill,1,4.6,353.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Puncak%20Bukit%20Cendana%20Pesawaran&query_place_id=ChIJc0riXbUrQS4RWLy-4d2PSKc,PENDING,Pending manual validation
can_34ed15604eaa,Puncak Bukit Tilu,Kabupaten Pesawaran,hill,1,,,1.0,Kategori utama 'Area Mendaki' disetujui,https://www.google.com/maps/search/?api=1&query=Puncak%20Bukit%20Tilu&query_place_id=ChIJ48TiUAApQS4Rc3yr07ter_Q,PENDING,Pending manual validation
can_177c6c51d925,Puncak Danau Datarajan Ulu Belu,Kabupaten Tanggamus,lake,1,4.6,8.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Puncak%20Danau%20Datarajan%20Ulu%20Belu&query_place_id=ChIJZTSaCZQXRy4Rame7p5MBJH4,PENDING,Pending manual validation
can_df70db3dbe34,Puncak Gunung Rasidin,Kota Bandar Lampung,mountain,1,,,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Puncak%20Gunung%20Rasidin&query_place_id=ChIJkS5tNgDfQC4RQYojR-RV3mk,PENDING,Pending manual validation
can_a83c1c5c27a1,Puncak Mas,Kota Bandar Lampung,park,2,4.3,13027.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Puncak%20Mas&query_place_id=ChIJW8B8_HDaQC4RCr0rInFVx0U,PENDING,Pending manual validation
can_48e5cd87a3e5,Puncak Nirwana Lampung,Kota Bandar Lampung,other,1,4.8,58.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Puncak%20Nirwana%20Lampung&query_place_id=ChIJeT4-5ADRQC4RgpLovjGW2gQ,PENDING,Pending manual validation
can_a490ffd2ff60,Puncak Wisata,Kota Bandar Lampung,recreation,1,4.7,3.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Puncak%20Wisata&query_place_id=ChIJVx7W0C7bQC4RjWIm6SWb-e8,PENDING,Pending manual validation
can_532feffd7ed7,Puncak gunung seminung,Kabupaten Lampung Barat,mountain,1,4.5,8.0,1.0,Kategori utama 'Area Mendaki' disetujui,https://www.google.com/maps/search/?api=1&query=Puncak%20gunung%20seminung&query_place_id=ChIJU-pjK7t1OC4RSJ1I3Aem2Zg,PENDING,Pending manual validation
can_7f87c34530ad,REL KERETA KAMPUNG BARU,Kota Bandar Lampung,museum,1,4.7,11.0,1.0,Kategori utama 'Museum' disetujui,https://www.google.com/maps/search/?api=1&query=REL%20KERETA%20KAMPUNG%20BARU&query_place_id=ChIJp0eytljbQC4RWbgT64P6NEo,PENDING,Pending manual validation
can_0f42d135d893,RISORT TELUk KIlUAN,Kabupaten Tanggamus,other,1,5.0,2.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=RISORT%20TELUk%20KIlUAN&query_place_id=ChIJ3R7oWwAzQS4RaMs4k_22Hss,PENDING,Pending manual validation
can_ec0988f2cbef,"Rhino Camp-Sukaraja Atas, TNBBS Lampung",Kabupaten Tanggamus,forest,1,4.8,221.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Rhino%20Camp-Sukaraja%20Atas%2C%20TNBBS%20Lampung&query_place_id=ChIJn_9reAEDRy4RY_Iuv5ywa_Y,PENDING,Pending manual validation
can_e2386ad849b6,Rumah Baduy,Kabupaten Tulang Bawang,recreation,2,4.6,365.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Rumah%20Baduy&query_place_id=ChIJm3ExC7c1Py4R7U-6R5YBmFs,PENDING,Pending manual validation
can_4b9343e275ce,Rumah Ratna,Kabupaten Pesawaran,other,1,,,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Rumah%20Ratna&query_place_id=ChIJ75QaGgDVRi4RrYHNW57aDMo,PENDING,Pending manual validation
can_4d6ba3ad7a87,Rumah Sahrullah Sebaris,Kabupaten Tanggamus,camping,1,5.0,1.0,1.0,Kategori utama 'Bumi Perkemahan' disetujui,https://www.google.com/maps/search/?api=1&query=Rumah%20Sahrullah%20Sebaris&query_place_id=ChIJXywOoro_Ry4RmdqxqloNKZQ,PENDING,Pending manual validation
can_7af367afd628,Sea WALKER KAISAR 77 PAHAWANG,Kabupaten Pesawaran,other,1,5.0,4.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Sea%20WALKER%20KAISAR%2077%20PAHAWANG&query_place_id=ChIJScgGVAAvQS4RZS1PaN6lVwo,PENDING,Pending manual validation
can_f6c8a95c001d,Sebalang Sky,Kabupaten Lampung Selatan,other,1,5.0,6.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Sebalang%20Sky&query_place_id=ChIJkenktEUhQS4RFbYBKvyba5k,PENDING,Pending manual validation
can_4ad7ab41cb4e,Spot garuda pahawang,Kabupaten Pringsewu,other,1,5.0,1.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Spot%20garuda%20pahawang&query_place_id=ChIJs_DiZQAlQS4Ra6pHbPvxnno,PENDING,Pending manual validation
can_ce5ba0fb04fc,Sumber Mata Air Gunung Batu Margoyoso,Kabupaten Tanggamus,mountain,1,4.6,7.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Sumber%20Mata%20Air%20Gunung%20Batu%20Margoyoso&query_place_id=ChIJT1FVIwA9Ry4RtYE8cAP9JvM,PENDING,Pending manual validation
can_64dd7b48addf,SunShine Sebalang 2,Kabupaten Lampung Selatan,other,1,4.0,15.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=SunShine%20Sebalang%202&query_place_id=ChIJVyGWcxMhQS4Rxyy9KTLe0kY,PENDING,Pending manual validation
can_b138bbee3d44,TAMAN TERAPI IKAN BRAJA EMAS,Kabupaten Lampung Timur,park,1,5.0,1.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=TAMAN%20TERAPI%20IKAN%20BRAJA%20EMAS&query_place_id=ChIJ73vq2qP1QC4RXKaah9TZAxI,PENDING,Pending manual validation
can_3fbff09c4086,TAMAN WISATA MT. BUKIT PUNGGUR,Kabupaten Way Kanan,hill,1,4.6,8.0,1.0,Kategori utama 'Area Mendaki' disetujui,https://www.google.com/maps/search/?api=1&query=TAMAN%20WISATA%20MT.%20BUKIT%20PUNGGUR&query_place_id=ChIJQ3YL8EyHOC4R1pPe1mepwo0,PENDING,Pending manual validation
can_4c62e61290d5,TUGU RUSA UNIT 6,Kabupaten Tulang Bawang,museum,1,4.3,8.0,1.0,Kategori utama 'Museum' disetujui,https://www.google.com/maps/search/?api=1&query=TUGU%20RUSA%20UNIT%206&query_place_id=ChIJ7VBJJ9YvPy4Rd_lZbrYJrDk,PENDING,Pending manual validation
can_c4ca3400d56f,Taman Andan Jejama,Kabupaten Pesawaran,park,2,4.3,136.0,1.0,Kategori utama 'Tujuan Wisata' disetujui,https://www.google.com/maps/search/?api=1&query=Taman%20Andan%20Jejama&query_place_id=ChIJpeFtB_HSQC4RROjb2WvvEXU,PENDING,Pending manual validation
