source_id,canonical_id,name,requested_url,final_url,http_status,content_type,retrievable,content_hash,excerpt_found,price_text_found,identity_text_found,audit_status,audit_notes
failed_unregistered,can_1fef284e7d10,Dermaga Pulau Pahawang,https://id.wikipedia.org/wiki/Pulau_Pahawang,https://id.wikipedia.org/wiki/Pulau_Pahawang,200,text/html; charset=UTF-8,True,cc2a6e3a7fbbfc19c1232680f3b1596145663af71d2220c0835434780650085b,False,True,False,failed,"Failed content match: excerpt not found, identity text not found"
failed_unregistered,can_151f3bbf542d,Pantai Mutun,https://travel.detik.com/domestik/d-7301072/pantai-mutun-pantai-pasir-putih-terpopuler-di-pesawaran-lampung,https://www.detik.com/sulsel/hukum-dan-kriminal/d-7301072/polisi-klarifikasi-caleg-bone-bolango-cuma-palsukan-suket-bebas-narkoba,200,text/html; charset=UTF-8,True,d479b0d7636cc01bcd02c8fcc59825e9a2cefcec6381e05b5174a33503009901,False,True,False,failed,"Failed content match: excerpt not found, identity text not found"
failed_unregistered,can_58c471e76647,Slanik Waterpark Lampung,https://travel.detik.com/,https://travel.detik.com/,200,text/html,True,c0963f5e6a28fb618a8142ff5b6b56053f4d4b0f4d4562589136f7688be5aef0,False,True,False,failed,"Failed content match: excerpt not found, identity text not found"
